,Time,Lat,Lon,MIC Unscaled,MIC,RADS GIM,Uncorrected
137,2024-01-22 06:03:04,-28.70399,32.44578,-0.05617124865678043,-0.07880353085450446,-0.0645,-0.1465
138,2024-01-22 06:03:07,-28.875226,32.426103,-0.01703073421438807,-0.03967316749113925,-0.0254,-0.1074
139,2024-01-22 06:03:09,-28.989379,32.412971,-0.02752521463380371,-0.05016903086674039,-0.0359,-0.1179
140,2024-01-22 06:03:11,-29.103529,32.399828,0.011075689019895876,-0.011568353627612396,0.0027,-0.0793
141,2024-01-22 06:03:12,-29.160603,32.393252,0.006149072322485349,-0.016488301389628493,-0.0022,-0.0842
142,2024-01-22 06:03:13,-29.217676,32.386673,0.028304230248063167,0.0056530364651683485,0.0199,-0.0621
143,2024-01-22 06:03:15,-29.33182,32.373506,0.04612440675062845,0.02346815765264259,0.0377,-0.0443
144,2024-01-22 06:03:16,-29.388891,32.366919,0.08692768197147148,0.06427061225190858,0.0785,-0.0035
145,2024-01-22 06:03:20,-29.674232,32.333936,0.04929168252021986,0.026618577170156796,0.0408,-0.0412
146,2024-01-22 06:03:24,-29.90249,32.307496,0.023565346066835496,0.0008737839779168616,0.015,-0.067
147,2024-01-22 06:03:26,-30.016615,32.294258,0.10151788528173375,0.0788131592519841,0.0929,0.0109
148,2024-01-22 06:03:28,-30.130736,32.281007,0.09010177298559864,0.06740108396541193,0.0815,-0.0005
149,2024-01-22 06:03:30,-30.244854,32.267745,0.04125752359653964,0.018542866005540767,0.0326,-0.0494
150,2024-01-22 06:03:32,-30.358968,32.25447,0.03001332851679909,0.00728468874753966,0.0213,-0.0607
151,2024-01-22 06:03:36,-30.587187,32.227882,0.03772579892828217,0.014994034640332853,0.029,-0.053
152,2024-01-22 06:03:37,-30.64424,32.221227,0.048797859855935995,0.02604804037264922,0.04,-0.042
153,2024-01-22 06:03:38,-30.758343,32.207908,0.07883101715367632,0.056072889957637914,0.07,-0.012
154,2024-01-22 06:03:39,-30.815393,32.201244,0.09953441763620446,0.07677543843370031,0.0907,0.0087
155,2024-01-22 06:03:43,-31.043586,32.174555,0.005207773206591909,-0.01756958556991381,-0.0037,-0.0857
156,2024-01-22 06:03:45,-31.157677,32.161191,-0.056254082372375544,-0.07904099840820612,-0.0652,-0.1472
157,2024-01-22 06:03:47,-31.271765,32.147813,-0.05314049689402385,-0.07593081683365333,-0.0621,-0.1441
158,2024-01-22 06:03:51,-31.499932,32.121019,-0.026278571264722925,-0.04908440695428548,-0.0353,-0.1173
159,2024-01-22 06:03:54,-31.728084,32.094172,-0.037927611013562,-0.06074621502736231,-0.047,-0.129
160,2024-01-22 06:03:57,-31.89919,32.074001,-0.055086113397590175,-0.07791511482905919,-0.0642,-0.1462
161,2024-01-22 06:03:58,-31.956224,32.067271,-0.006282603790952357,-0.029112484570432362,-0.0154,-0.0974
162,2024-01-22 06:04:02,-32.18435,32.040314,-0.021634111997203095,-0.04450119807544131,-0.0309,-0.1129
163,2024-01-22 06:04:05,-32.355435,32.020061,0.005080287748367718,-0.01779040625204907,-0.0042,-0.0862
164,2024-01-22 06:04:09,-32.583538,31.993006,-0.0543511801018786,-0.0772390451461743,-0.0637,-0.1457
165,2024-01-22 06:04:10,-32.697584,31.979458,-0.003847570413217219,-0.026736339881533122,-0.0132,-0.0952
166,2024-01-22 06:04:12,-32.811627,31.965895,0.06327380939809034,0.040379683120168944,0.0549,-0.0281
167,2024-01-22 06:04:15,-32.982684,31.945524,0.06349470004891221,0.04057028406495834,0.055,-0.028
168,2024-01-22 06:04:19,-33.210749,31.918311,0.07782310603954345,0.05486651734676066,0.0692,-0.0138
169,2024-01-22 06:04:22,-33.381789,31.897862,0.08143438710658915,0.0584749718908104,0.0728,-0.0102
170,2024-01-22 06:04:24,-33.495811,31.884211,0.07629946798330937,0.05334880191373723,0.0677,-0.0153
171,2024-01-22 06:04:25,-33.552821,31.87738,0.06775702878579952,0.04479194059363506,0.0591,-0.0239
172,2024-01-22 06:04:27,-33.666838,31.863706,0.07156462328120414,0.04859763225344647,0.0629,-0.0201
173,2024-01-22 06:04:28,-33.780851,31.850017,0.07554056102122701,0.05257959890286995,0.0669,-0.0161
174,2024-01-22 06:04:29,-33.837857,31.843167,0.0558443903384616,0.03288246876713978,0.0472,-0.0358
175,2024-01-22 06:04:31,-33.951865,31.829455,0.09036685026986664,0.06739930125990384,0.0817,-0.0013
176,2024-01-22 06:04:34,-34.122871,31.808858,0.12548385919454072,0.10248699306280334,0.1167,0.0337
177,2024-01-22 06:04:35,-34.179871,31.801985,0.12818059853853203,0.10515949392125956,0.1193,0.0363
178,2024-01-22 06:04:38,-34.350867,31.78134,0.12199297721678111,0.09896877106500052,0.1131,0.0301
179,2024-01-22 06:04:41,-34.521855,31.760661,0.07109615845044051,0.04807115522600201,0.0622,-0.0208
180,2024-01-22 06:04:42,-34.578849,31.753759,0.11952958458839731,0.09649620629206013,0.1106,0.0276
181,2024-01-22 06:04:44,-34.692835,31.739945,0.07266079222055963,0.04961959470910747,0.0637,-0.0193
182,2024-01-22 06:04:46,-34.863807,31.719192,0.11075668197333874,0.08771651430314556,0.1028,0.0188
183,2024-01-22 06:04:48,-34.977785,31.705337,0.10167817029523835,0.07863261862761406,0.0937,0.0097
184,2024-01-22 06:04:50,-35.091758,31.691465,0.06384897084631568,0.040785679776475486,0.0558,-0.0282
185,2024-01-22 06:04:53,-35.262712,31.670626,0.08778580534412737,0.06468822976439631,0.0796,-0.0044
186,2024-01-22 06:04:56,-35.433658,31.64975,0.09973282952272425,0.07662347181975673,0.0915,0.0075
187,2024-01-22 06:04:59,-35.604596,31.628835,0.07301355438020303,0.04990902615244086,0.0648,-0.0192
188,2024-01-22 06:05:01,-35.775526,31.607881,0.09024640113752332,0.06713364300433348,0.082,-0.002
189,2024-01-22 06:05:02,-35.832501,31.600888,0.1069505576823022,0.08383675810778826,0.0987,0.0147
190,2024-01-22 06:05:04,-35.946448,31.586889,0.10467741021168041,0.08155688261299285,0.0964,0.0124
191,2024-01-22 06:05:07,-36.117362,31.565857,0.13653015599566648,0.11339641269931722,0.1282,0.0442
192,2024-01-22 06:05:10,-36.288269,31.544786,0.21423400744063326,0.19107424368928844,0.2058,0.1218
193,2024-01-22 06:05:12,-36.402202,31.530716,0.21765569322598707,0.19449049600183865,0.2092,0.1252
194,2024-01-22 06:05:13,-36.459167,31.523674,0.2570454474205389,0.2338828173298535,0.2486,0.1646
195,2024-01-22 06:05:16,-36.630057,31.502522,0.25879635031665804,0.23562096627230317,0.2513,0.1663
196,2024-01-22 06:05:17,-36.743979,31.488397,0.26803552137889197,0.24485032284555905,0.2605,0.1755
197,2024-01-22 06:05:18,-36.800939,31.481328,0.28833990509653384,0.2651536082026759,0.2808,0.1958
198,2024-01-22 06:05:21,-36.971813,31.460093,0.2542778005476023,0.23108200877498392,0.2467,0.1617
199,2024-01-22 06:05:23,-37.085725,31.445913,0.24695280906561073,0.2237382235653967,0.2393,0.1543
200,2024-01-22 06:05:24,-37.142679,31.438816,0.24845726070474677,0.2252415598259664,0.2408,0.1558
201,2024-01-22 06:05:25,-37.199633,31.431714,0.24256171234388274,0.21934489608653607,0.2349,0.1499
202,2024-01-22 06:05:26,-37.256586,31.424608,0.21281026303956677,0.18960633764096485,0.2052,0.1202
203,2024-01-22 06:05:29,-37.427438,31.403259,0.12379127798547253,0.1005670539212663,0.1161,0.0311
204,2024-01-22 06:05:32,-37.598283,31.381868,0.06359911557138362,0.040372927764144834,0.0559,-0.0291
205,2024-01-22 06:05:34,-37.769119,31.360433,-0.05600947184739606,-0.07925856349537033,-0.0638,-0.1488
206,2024-01-22 06:05:35,-37.826063,31.353279,-0.08360496899509202,-0.1068551888533263,-0.0914,-0.1764
207,2024-01-22 06:05:36,-37.883006,31.346119,-0.12640046614278821,-0.14965181421128243,-0.1342,-0.2192
208,2024-01-22 06:05:37,-37.939947,31.338954,-0.1915722860705479,-0.2148306947851577,-0.1994,-0.2844
209,2024-01-22 06:05:39,-38.053829,31.32461,-0.21488216161451215,-0.23813809596636887,-0.2227,-0.3077
210,2024-01-22 06:05:40,-38.110768,31.317431,-0.24619348834263277,-0.26944658473090216,-0.254,-0.339
211,2024-01-22 06:05:42,-38.224643,31.303057,-0.27899873188363555,-0.3022505144787004,-0.2868,-0.3718
212,2024-01-22 06:05:44,-38.338515,31.288662,-0.28056967560710894,-0.3038287383852848,-0.2884,-0.3734
213,2024-01-22 06:05:47,-38.509316,31.267033,-0.18368701012559652,-0.2069667851186295,-0.1916,-0.2766
214,2024-01-22 06:05:50,-38.680109,31.245357,-0.05026356660802209,-0.07354921548171389,-0.0582,-0.1432
215,2024-01-22 06:05:51,-38.793967,31.230881,0.05092605253136354,0.027643004629824962,0.043,-0.042
216,2024-01-22 06:05:54,-38.964746,31.209127,0.26460910308973556,0.24133030194839586,0.2577,0.1717
217,2024-01-22 06:05:57,-39.135517,31.187325,0.4226476642325523,0.3993592014203369,0.4157,0.3297
218,2024-01-22 06:05:59,-39.24936,31.172764,0.4608398111955362,0.43755331599769837,0.4539,0.3679
219,2024-01-22 06:06:00,-39.30628,31.165475,0.48974459675662485,0.4664569025145467,0.4828,0.3968
220,2024-01-22 06:06:02,-39.420117,31.150882,0.5538388239256209,0.5305525760927803,0.5469,0.4609
221,2024-01-22 06:06:03,-39.477035,31.143577,0.5461915954401594,0.5228921254627494,0.5392,0.4532
222,2024-01-22 06:06:04,-39.533951,31.136267,0.5445963823795225,0.5212957130125392,0.5376,0.4516
223,2024-01-22 06:06:05,-39.590866,31.128951,0.5532076281127671,0.5299041410758335,0.5462,0.4602
224,2024-01-22 06:06:07,-39.704695,31.114303,0.5675027718244936,0.5442005015528203,0.5605,0.4745
225,2024-01-22 06:06:08,-39.818519,31.099632,0.6095513162988063,0.5862368829868446,0.6025,0.5165
226,2024-01-22 06:06:11,-39.989249,31.077585,0.5681172370181345,0.544811342425969,0.5611,0.4751
227,2024-01-22 06:06:13,-40.103064,31.062858,0.510233395236012,0.48692345212838073,0.5032,0.4172
228,2024-01-22 06:06:16,-40.27378,31.040726,0.2759743385698416,0.25265413692247,0.2689,0.1829
229,2024-01-22 06:06:18,-40.387586,31.025942,0.17077572557515067,0.1474551764072488,0.1637,0.0777
230,2024-01-22 06:06:21,-40.558288,31.003723,0.029215522541987934,0.005885002061844072,0.0221,-0.0639
231,2024-01-22 06:06:22,-40.615187,30.996305,0.03272043588379706,0.009388684343368377,0.0256,-0.0604
232,2024-01-22 06:06:23,-40.672085,30.988881,-0.05527465077439375,-0.07860763337510732,-0.0624,-0.1484
233,2024-01-22 06:06:25,-40.842773,30.966574,-0.11536236206252985,-0.13869842365626184,-0.1225,-0.2085
234,2024-01-22 06:06:26,-40.899668,30.959126,-0.12435305370864681,-0.1476914475530603,-0.1315,-0.2175
235,2024-01-22 06:06:27,-40.956561,30.951672,-0.14484811638677286,-0.1681877472997862,-0.152,-0.238
236,2024-01-22 06:06:29,-41.070345,30.936747,-0.13981762754358526,-0.16316489757584518,-0.147,-0.233
237,2024-01-22 06:06:32,-41.241014,30.914313,-0.0947834704280216,-0.1181392986819662,-0.102,-0.188
238,2024-01-22 06:06:34,-41.354788,30.899327,-0.02537374880937479,-0.04873201285937946,-0.0326,-0.1186
239,2024-01-22 06:06:37,-41.525443,30.876801,-0.04782264656104021,-0.0711686590554984,-0.055,-0.141
240,2024-01-22 06:06:39,-41.639208,30.861753,-0.08665218326585344,-0.1100158506615201,-0.0939,-0.1799
241,2024-01-22 06:06:40,-41.752969,30.846679,-0.03667043386279083,-0.06002952848783881,-0.0439,-0.1299
242,2024-01-22 06:06:43,-41.923605,30.824022,-0.10400257165745937,-0.1273786694687441,-0.1113,-0.1973
243,2024-01-22 06:06:45,-42.037357,30.808884,-0.10316148707078843,-0.12654787881335955,-0.1105,-0.1965
244,2024-01-22 06:06:47,-42.151105,30.793721,-0.06585528398824958,-0.08924322994155015,-0.0732,-0.1592
245,2024-01-22 06:06:48,-42.207978,30.78613,-0.024397544558973874,-0.04777490193279951,-0.0317,-0.1177
246,2024-01-22 06:06:49,-42.26485,30.778532,-0.08453107395723496,-0.10790003038681992,-0.0918,-0.1778
247,2024-01-22 06:06:52,-42.43546,30.7557,-0.05422877708058112,-0.07759830900312739,-0.0615,-0.1475
248,2024-01-22 06:06:54,-42.549195,30.740445,-0.05059023610369075,-0.07396942464444758,-0.0579,-0.1439
249,2024-01-22 06:06:56,-42.662926,30.725163,-0.051956566977828966,-0.07534419147221658,-0.0593,-0.1453
250,2024-01-22 06:06:57,-42.719791,30.717512,-0.015235429199180764,-0.03862834986078295,-0.0226,-0.1086
251,2024-01-22 06:06:58,-42.833516,30.70219,-0.029509320425274058,-0.05290878275971138,-0.0369,-0.1229
252,2024-01-22 06:07:00,-42.947238,30.68684,-0.02201666626613054,-0.045439343524336276,-0.0295,-0.1155
253,2024-01-22 06:07:02,-43.060957,30.671464,-0.052916139936858134,-0.07633894906927274,-0.0604,-0.1464
